"REF_DATE","GEO","DGUID","Statistics","Characteristics","Income, consumption and savings","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-10","Canada","2016A000011124","Value per household","All households","Communications","Dollars","81","units","0","v1278066756","1.3.1.16","610","","","","0"
"2024-01","Canada","2016A000011124","Value per household","All households","Communications","Dollars","81","units","0","v1278066756","1.3.1.16","595","","","","0"
"2024-04","Canada","2016A000011124","Value per household","All households","Communications","Dollars","81","units","0","v1278066756","1.3.1.16","590","","","","0"
"2020-01","Canada","2016A000011124","Value per household","All households","Recreation and culture","Dollars","81","units","0","v1278066757","1.3.1.17","1515","","","","0"
"2020-04","Canada","2016A000011124","Value per household","All households","Recreation and culture","Dollars","81","units","0","v1278066757","1.3.1.17","1556","","","","0"
"2020-07","Canada","2016A000011124","Value per household","All households","Recreation and culture","Dollars","81","units","0","v1278066757","1.3.1.17","1817","","","","0"
"2020-10","Canada","2016A000011124","Value per household","All households","Recreation and culture","Dollars","81","units","0","v1278066757","1.3.1.17","1796","","","","0"
"2021-01","Canada","2016A000011124","Value per household","All households","Recreation and culture","Dollars","81","units","0","v1278066757","1.3.1.17","1478","","","","0"
"2021-04","Canada","2016A000011124","Value per household","All households","Recreation and culture","Dollars","81","units","0","v1278066757","1.3.1.17","1944","","","","0"
"2021-07","Canada","2016A000011124","Value per household","All households","Recreation and culture","Dollars","81","units","0","v1278066757","1.3.1.17","2028","","","","0"
"2021-10","Canada","2016A000011124","Value per household","All households","Recreation and culture","Dollars","81","units","0","v1278066757","1.3.1.17","1947","","","","0"
"2022-01","Canada","2016A000011124","Value per household","All households","Recreation and culture","Dollars","81","units","0","v1278066757","1.3.1.17","1628","","","","0"
"2022-04","Canada","2016A000011124","Value per household","All households","Recreation and culture","Dollars","81","units","0","v1278066757","1.3.1.17","2172","","","","0"
"2022-07","Canada","2016A000011124","Value per household","All households","Recreation and culture","Dollars","81","units","0","v1278066757","1.3.1.17","2147","","","","0"
"2022-10","Canada","2016A000011124","Value per household","All households","Recreation and culture","Dollars","81","units","0","v1278066757","1.3.1.17","2053","","","","0"
"2023-01","Canada","2016A000011124","Value per household","All households","Recreation and culture","Dollars","81","units","0","v1278066757","1.3.1.17","1766","","","","0"
"2023-04","Canada","2016A000011124","Value per household","All households","Recreation and culture","Dollars","81","units","0","v1278066757","1.3.1.17","2181","","","","0"
"2023-07","Canada","2016A000011124","Value per household","All households","Recreation and culture","Dollars","81","units","0","v1278066757","1.3.1.17","2123","","","","0"
"2023-10","Canada","2016A000011124","Value per household","All households","Recreation and culture","Dollars","81","units","0","v1278066757","1.3.1.17","2035","","","","0"
"2024-01","Canada","2016A000011124","Value per household","All households","Recreation and culture","Dollars","81","units","0","v1278066757","1.3.1.17","1767","","","","0"
"2024-04","Canada","2016A000011124","Value per household","All households","Recreation and culture","Dollars","81","units","0","v1278066757","1.3.1.17","2196","","","","0"
"2020-01","Canada","2016A000011124","Value per household","All households","Education","Dollars","81","units","0","v1278066758","1.3.1.18","284","","","","0"
"2020-04","Canada","2016A000011124","Value per household","All households","Education","Dollars","81","units","0","v1278066758","1.3.1.18","252","","","","0"
"2020-07","Canada","2016A000011124","Value per household","All households","Education","Dollars","81","units","0","v1278066758","1.3.1.18","238","","","","0"
"2020-10","Canada","2016A000011124","Value per household","All households","Education","Dollars","81","units","0","v1278066758","1.3.1.18","268","","","","0"
"2021-01","Canada","2016A000011124","Value per household","All households","Education","Dollars","81","units","0","v1278066758","1.3.1.18","277","","","","0"
"2021-04","Canada","2016A000011124","Value per household","All households","Education","Dollars","81","units","0","v1278066758","1.3.1.18","271","","","","0"
"2021-07","Canada","2016A000011124","Value per household","All households","Education","Dollars","81","units","0","v1278066758","1.3.1.18","254","","","","0"
"2021-10","Canada","2016A000011124","Value per household","All households","Education","Dollars","81","units","0","v1278066758","1.3.1.18","281","","","","0"
"2022-01","Canada","2016A000011124","Value per household","All households","Education","Dollars","81","units","0","v1278066758","1.3.1.18","297","","","","0"
"2022-04","Canada","2016A000011124","Value per household","All households","Education","Dollars","81","units","0","v1278066758","1.3.1.18","286","","","","0"
"2022-07","Canada","2016A000011124","Value per household","All households","Education","Dollars","81","units","0","v1278066758","1.3.1.18","258","","","","0"
"2022-10","Canada","2016A000011124","Value per household","All households","Education","Dollars","81","units","0","v1278066758","1.3.1.18","297","","","","0"
"2023-01","Canada","2016A000011124","Value per household","All households","Education","Dollars","81","units","0","v1278066758","1.3.1.18","311","","","","0"
"2023-04","Canada","2016A000011124","Value per household","All households","Education","Dollars","81","units","0","v1278066758","1.3.1.18","298","","","","0"
"2023-07","Canada","2016A000011124","Value per household","All households","Education","Dollars","81","units","0","v1278066758","1.3.1.18","271","","","","0"
"2023-10","Canada","2016A000011124","Value per household","All households","Education","Dollars","81","units","0","v1278066758","1.3.1.18","317","","","","0"
"2024-01","Canada","2016A000011124","Value per household","All households","Education","Dollars","81","units","0","v1278066758","1.3.1.18","335","","","","0"
"2024-04","Canada","2016A000011124","Value per household","All households","Education","Dollars","81","units","0","v1278066758","1.3.1.18","320","","","","0"
"2020-01","Canada","2016A000011124","Value per household","All households","Food, beverage and accommodation services","Dollars","81","units","0","v1278066759","1.3.1.19","1311","","","","0"
"2020-04","Canada","2016A000011124","Value per household","All households","Food, beverage and accommodation services","Dollars","81","units","0","v1278066759","1.3.1.19","795","","","","0"
"2020-07","Canada","2016A000011124","Value per household","All households","Food, beverage and accommodation services","Dollars","81","units","0","v1278066759","1.3.1.19","1246","","","","0"
"2020-10","Canada","2016A000011124","Value per household","All households","Food, beverage and accommodation services","Dollars","81","units","0","v1278066759","1.3.1.19","1016","","","","0"
"2021-01","Canada","2016A000011124","Value per household","All households","Food, beverage and accommodation services","Dollars","81","units","0","v1278066759","1.3.1.19","976","","","","0"
"2021-04","Canada","2016A000011124","Value per household","All households","Food, beverage and accommodation services","Dollars","81","units","0","v1278066759","1.3.1.19","1136","","","","0"
"2021-07","Canada","2016A000011124","Value per household","All households","Food, beverage and accommodation services","Dollars","81","units","0","v1278066759","1.3.1.19","1581","","","","0"
"2021-10","Canada","2016A000011124","Value per household","All households","Food, beverage and accommodation services","Dollars","81","units","0","v1278066759","1.3.1.19","1390","","","","0"
"2022-01","Canada","2016A000011124","Value per household","All households","Food, beverage and accommodation services","Dollars","81","units","0","v1278066759","1.3.1.19","1282","","","","0"
"2022-04","Canada","2016A000011124","Value per household","All households","Food, beverage and accommodation services","Dollars","81","units","0","v1278066759","1.3.1.19","1697","","","","0"
"2022-07","Canada","2016A000011124","Value per household","All households","Food, beverage and accommodation services","Dollars","81","units","0","v1278066759","1.3.1.19","1839","","","","0"
"2022-10","Canada","2016A000011124","Value per household","All households","Food, beverage and accommodation services","Dollars","81","units","0","v1278066759","1.3.1.19","1638","","","","0"
"2023-01","Canada","2016A000011124","Value per household","All households","Food, beverage and accommodation services","Dollars","81","units","0","v1278066759","1.3.1.19","1611","","","","0"
"2023-04","Canada","2016A000011124","Value per household","All households","Food, beverage and accommodation services","Dollars","81","units","0","v1278066759","1.3.1.19","1813","","","","0"
