"REF_DATE","GEO","DGUID","Release","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013-09-28","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4594","","","","0"
"2013-10-05","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4835","","","","0"
"2013-10-12","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4679","","","","0"
"2013-10-19","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4671","","","","0"
"2013-10-26","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4668","","","","0"
"2013-11-02","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4834","","","","0"
"2013-11-09","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4875","","","","0"
"2013-11-16","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4875","","","","0"
"2013-11-23","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4795","","","","0"
"2013-11-30","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4899","","","","0"
"2013-12-07","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4976","","","","0"
"2013-12-14","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4968","","","","0"
"2013-12-21","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5226","","","","0"
"2013-12-28","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5368","","","","0"
"2014-01-04","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5427","","","","0"
"2014-01-11","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5679","","","","0"
"2014-01-18","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5316","","","","0"
"2014-01-25","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5245","","","","0"
"2014-02-01","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5162","","","","0"
"2014-02-08","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5157","","","","0"
"2014-02-15","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5188","","","","0"
"2014-02-22","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5146","","","","0"
"2014-03-01","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5104","","","","0"
"2014-03-08","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5025","","","","0"
"2014-03-15","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5118","","","","0"
"2014-03-22","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5065","","","","0"
"2014-03-29","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5141","","","","0"
"2014-04-05","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4938","","","","0"
"2014-04-12","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5057","","","","0"
"2014-04-19","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5038","","","","0"
"2014-04-26","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4929","","","","0"
"2014-05-03","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4998","","","","0"
"2014-05-10","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4929","","","","0"
"2014-05-17","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4854","","","","0"
"2014-05-24","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4728","","","","0"
"2014-05-31","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4651","","","","0"
"2014-06-07","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4645","","","","0"
"2014-06-14","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4670","","","","0"
"2014-06-21","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4620","","","","0"
"2014-06-28","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4668","","","","0"
"2014-07-05","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4650","","","","0"
"2014-07-12","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4526","","","","0"
"2014-07-19","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4506","","","","0"
"2014-07-26","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4508","","","","0"
"2014-08-02","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4519","","","","0"
"2014-08-09","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4604","","","","0"
"2014-08-16","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4483","","","","0"
"2014-08-23","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4625","","","","0"
"2014-08-30","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4665","","","","0"
"2014-09-06","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4738","","","","0"
"2014-09-13","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4574","","","","0"
"2014-09-20","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4865","","","","0"
"2014-09-27","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4878","","","","0"
"2014-10-04","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4863","","","","0"
"2014-10-11","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4802","","","","0"
"2014-10-18","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5080","","","","0"
"2014-10-25","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4933","","","","0"
"2014-11-01","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4856","","","","0"
"2014-11-08","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5055","","","","0"
"2014-11-15","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5044","","","","0"
"2014-11-22","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5157","","","","0"
"2014-11-29","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5309","","","","0"
"2014-12-06","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5282","","","","0"
"2014-12-13","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5285","","","","0"
"2014-12-20","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5556","","","","0"
"2014-12-27","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5861","","","","0"
"2015-01-03","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","6239","","","","0"
"2015-01-10","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","6255","","","","0"
"2015-01-17","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","6192","","","","0"
"2015-01-24","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","6047","","","","0"
"2015-01-31","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5687","","","","0"
"2015-02-07","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5745","","","","0"
"2015-02-14","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5655","","","","0"
"2015-02-21","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5535","","","","0"
"2015-02-28","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5533","","","","0"
"2015-03-07","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5555","","","","0"
"2015-03-14","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5416","","","","0"
"2015-03-21","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5328","","","","0"
"2015-03-28","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5256","","","","0"
"2015-04-04","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5261","","","","0"
"2015-04-11","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5055","","","","0"
"2015-04-18","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5267","","","","0"
"2015-04-25","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5119","","","","0"
