"REF_DATE","GEO","DGUID","Age at time of death","Sex","Leading causes of death (ICD-10)","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Rank of leading causes of death","Number","223","units","0","v41341043","1.1.1.2.1","46","","","","0"
"2013","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Rank of leading causes of death","Number","223","units","0","v41341043","1.1.1.2.1","45","","","","0"
"2014","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Rank of leading causes of death","Number","223","units","0","v41341043","1.1.1.2.1","47","","","","0"
"2015","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Rank of leading causes of death","Number","223","units","0","v41341043","1.1.1.2.1","45","","","","0"
"2016","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Rank of leading causes of death","Number","223","units","0","v41341043","1.1.1.2.1","46","","","","0"
"2017","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Rank of leading causes of death","Number","223","units","0","v41341043","1.1.1.2.1","46","","","","0"
"2018","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Rank of leading causes of death","Number","223","units","0","v41341043","1.1.1.2.1","43","","","","0"
"2019","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Rank of leading causes of death","Number","223","units","0","v41341043","1.1.1.2.1","46","","","","0"
"2020","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Rank of leading causes of death","Number","223","units","0","v41341043","1.1.1.2.1","45","","","","0"
"2021","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Rank of leading causes of death","Number","223","units","0","v41341043","1.1.1.2.1","45","","","","0"
"2022","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Rank of leading causes of death","Number","223","units","0","v41341043","1.1.1.2.1","46","","","","0"
"2023","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Rank of leading causes of death","Number","223","units","0","v41341043","1.1.1.2.1","44","","","","0"
"2000","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","0","","","","0"
"2001","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","1","","","","0"
"2002","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","0","","","","0"
"2003","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","0","","","","0"
"2004","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","1","","","","0"
"2005","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","0","","","","0"
"2006","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","0","","","","0"
"2007","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","0","","","","0"
"2008","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","1","","","","0"
"2009","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","2","","","","0"
"2010","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","0","","","","0"
"2011","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","0","","","","0"
"2012","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","0","","","","0"
"2013","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","0","","","","0"
"2014","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","0","","","","0"
"2015","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","0","","","","0"
"2016","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","0","","","","0"
"2017","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","0","","","","0"
"2018","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","1","","","","0"
"2019","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","0","","","","0"
"2020","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","0","","","","0"
"2021","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","1","","","","0"
"2022","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","0","","","","0"
"2023","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Number of deaths","Number","223","units","0","v41341044","1.1.1.2.2","2","","","","0"
"2000","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347404","1.1.1.2.4","0.0","","","","1"
"2001","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347404","1.1.1.2.4","0.0","","","","1"
"2002","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347404","1.1.1.2.4","0.0","","","","1"
"2003","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347404","1.1.1.2.4","0.0","","","","1"
"2004","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347404","1.1.1.2.4","0.0","","","","1"
"2005","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347404","1.1.1.2.4","0.0","","","","1"
"2006","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347404","1.1.1.2.4","0.0","","","","1"
"2007","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347404","1.1.1.2.4","0.0","","","","1"
"2008","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347404","1.1.1.2.4","0.0","","","","1"
"2009","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347404","1.1.1.2.4","0.0","","","","1"
"2010","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Shigellosis and amoebiasis [A03, A06]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347404","1.1.1.2.4","0.0","","","","1"
