"REF_DATE","GEO","DGUID","Month of death","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","Canada, place of residence","2016A000011124","Month of death, June","Number of deaths","Number","223","units","0","v21216342","1.7.1","18976","","","","0"
"2012","Canada, place of residence","2016A000011124","Month of death, June","Number of deaths","Number","223","units","0","v21216342","1.7.1","18921","","","","0"
"2013","Canada, place of residence","2016A000011124","Month of death, June","Number of deaths","Number","223","units","0","v21216342","1.7.1","19171","","","","0"
"2014","Canada, place of residence","2016A000011124","Month of death, June","Number of deaths","Number","223","units","0","v21216342","1.7.1","19933","","","","0"
"2015","Canada, place of residence","2016A000011124","Month of death, June","Number of deaths","Number","223","units","0","v21216342","1.7.1","19811","","","","0"
"2016","Canada, place of residence","2016A000011124","Month of death, June","Number of deaths","Number","223","units","0","v21216342","1.7.1","20401","","","","0"
"2017","Canada, place of residence","2016A000011124","Month of death, June","Number of deaths","Number","223","units","0","v21216342","1.7.1","21083","","","","0"
"2018","Canada, place of residence","2016A000011124","Month of death, June","Number of deaths","Number","223","units","0","v21216342","1.7.1","21800","","","","0"
"2019","Canada, place of residence","2016A000011124","Month of death, June","Number of deaths","Number","223","units","0","v21216342","1.7.1","21958","","","","0"
"2020","Canada, place of residence","2016A000011124","Month of death, June","Number of deaths","Number","223","units","0","v21216342","1.7.1","22874","","","","0"
"2021","Canada, place of residence","2016A000011124","Month of death, June","Number of deaths","Number","223","units","0","v21216342","1.7.1","23982","","","","0"
"2022","Canada, place of residence","2016A000011124","Month of death, June","Number of deaths","Number","223","units","0","v21216342","1.7.1","24593","","","","0"
"2023","Canada, place of residence","2016A000011124","Month of death, June","Number of deaths","Number","223","units","0","v21216342","1.7.1","25002","","","","0"
"1991","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","15636","","","","0"
"1992","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","15837","","","","0"
"1993","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","16125","","","","0"
"1994","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","16569","","","","0"
"1995","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","16788","","","","0"
"1996","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","16753","","","","0"
"1997","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","16782","","","","0"
"1998","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","16866","","","","0"
"1999","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","16950","","","","0"
"2000","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","17362","","","","0"
"2001","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","17541","","","","0"
"2002","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","18448","","","","0"
"2003","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","17922","","","","0"
"2004","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","17921","","","","0"
"2005","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","18119","","","","0"
"2006","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","18043","","","","0"
"2007","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","18717","","","","0"
"2008","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","18705","","","","0"
"2009","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","18735","","","","0"
"2010","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","19554","","","","0"
"2011","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","19295","","","","0"
"2012","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","19482","","","","0"
"2013","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","20087","","","","0"
"2014","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","20027","","","","0"
"2015","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","20451","","","","0"
"2016","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","20850","","","","0"
"2017","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","21612","","","","0"
"2018","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","22156","","","","0"
"2019","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","22588","","","","0"
"2020","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","23400","","","","0"
"2021","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","24172","","","","0"
"2022","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","26285","","","","0"
"2023","Canada, place of residence","2016A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","25199","","","","0"
"1991","Canada, place of residence","2016A000011124","Month of death, August","Number of deaths","Number","223","units","0","v21216346","1.9.1","15504","","","","0"
"1992","Canada, place of residence","2016A000011124","Month of death, August","Number of deaths","Number","223","units","0","v21216346","1.9.1","15737","","","","0"
"1993","Canada, place of residence","2016A000011124","Month of death, August","Number of deaths","Number","223","units","0","v21216346","1.9.1","16234","","","","0"
"1994","Canada, place of residence","2016A000011124","Month of death, August","Number of deaths","Number","223","units","0","v21216346","1.9.1","15919","","","","0"
"1995","Canada, place of residence","2016A000011124","Month of death, August","Number of deaths","Number","223","units","0","v21216346","1.9.1","16403","","","","0"
"1996","Canada, place of residence","2016A000011124","Month of death, August","Number of deaths","Number","223","units","0","v21216346","1.9.1","16739","","","","0"
"1997","Canada, place of residence","2016A000011124","Month of death, August","Number of deaths","Number","223","units","0","v21216346","1.9.1","16593","","","","0"
"1998","Canada, place of residence","2016A000011124","Month of death, August","Number of deaths","Number","223","units","0","v21216346","1.9.1","16763","","","","0"
"1999","Canada, place of residence","2016A000011124","Month of death, August","Number of deaths","Number","223","units","0","v21216346","1.9.1","16810","","","","0"
