"REF_DATE","GEO","DGUID","Immigrant status","Labour force characteristics","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Canada","2016A000011124","Total population","Population","Females","25 to 54 years","Persons","249","thousands","3","v53040066","1.1.1.3.3","7397.7","","","","1"
"2020","Canada","2016A000011124","Total population","Population","Females","25 to 54 years","Persons","249","thousands","3","v53040066","1.1.1.3.3","7434.4","","","","1"
"2021","Canada","2016A000011124","Total population","Population","Females","25 to 54 years","Persons","249","thousands","3","v53040066","1.1.1.3.3","7459.9","","","","1"
"2022","Canada","2016A000011124","Total population","Population","Females","25 to 54 years","Persons","249","thousands","3","v53040066","1.1.1.3.3","7554.0","","","","1"
"2023","Canada","2016A000011124","Total population","Population","Females","25 to 54 years","Persons","249","thousands","3","v53040066","1.1.1.3.3","7714.7","","","","1"
"2006","Canada","2016A000011124","Total population","Population","Females","55 years and over","Persons","249","thousands","3","v53040067","1.1.1.3.4","4077.2","","","","1"
"2007","Canada","2016A000011124","Total population","Population","Females","55 years and over","Persons","249","thousands","3","v53040067","1.1.1.3.4","4199.9","","","","1"
"2008","Canada","2016A000011124","Total population","Population","Females","55 years and over","Persons","249","thousands","3","v53040067","1.1.1.3.4","4328.2","","","","1"
"2009","Canada","2016A000011124","Total population","Population","Females","55 years and over","Persons","249","thousands","3","v53040067","1.1.1.3.4","4464.9","","","","1"
"2010","Canada","2016A000011124","Total population","Population","Females","55 years and over","Persons","249","thousands","3","v53040067","1.1.1.3.4","4608.3","","","","1"
"2011","Canada","2016A000011124","Total population","Population","Females","55 years and over","Persons","249","thousands","3","v53040067","1.1.1.3.4","4747.7","","","","1"
"2012","Canada","2016A000011124","Total population","Population","Females","55 years and over","Persons","249","thousands","3","v53040067","1.1.1.3.4","4891.6","","","","1"
"2013","Canada","2016A000011124","Total population","Population","Females","55 years and over","Persons","249","thousands","3","v53040067","1.1.1.3.4","5042.4","","","","1"
"2014","Canada","2016A000011124","Total population","Population","Females","55 years and over","Persons","249","thousands","3","v53040067","1.1.1.3.4","5192.5","","","","1"
"2015","Canada","2016A000011124","Total population","Population","Females","55 years and over","Persons","249","thousands","3","v53040067","1.1.1.3.4","5339.0","","","","1"
"2016","Canada","2016A000011124","Total population","Population","Females","55 years and over","Persons","249","thousands","3","v53040067","1.1.1.3.4","5496.5","","","","1"
"2017","Canada","2016A000011124","Total population","Population","Females","55 years and over","Persons","249","thousands","3","v53040067","1.1.1.3.4","5654.3","","","","1"
"2018","Canada","2016A000011124","Total population","Population","Females","55 years and over","Persons","249","thousands","3","v53040067","1.1.1.3.4","5814.3","","","","1"
"2019","Canada","2016A000011124","Total population","Population","Females","55 years and over","Persons","249","thousands","3","v53040067","1.1.1.3.4","5973.0","","","","1"
"2020","Canada","2016A000011124","Total population","Population","Females","55 years and over","Persons","249","thousands","3","v53040067","1.1.1.3.4","6114.7","","","","1"
"2021","Canada","2016A000011124","Total population","Population","Females","55 years and over","Persons","249","thousands","3","v53040067","1.1.1.3.4","6237.1","","","","1"
"2022","Canada","2016A000011124","Total population","Population","Females","55 years and over","Persons","249","thousands","3","v53040067","1.1.1.3.4","6352.1","","","","1"
"2023","Canada","2016A000011124","Total population","Population","Females","55 years and over","Persons","249","thousands","3","v53040067","1.1.1.3.4","6462.5","","","","1"
"2006","Canada","2016A000011124","Total population","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040068","1.1.2.1.1","17551.7","","","","1"
"2007","Canada","2016A000011124","Total population","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040068","1.1.2.1.1","17856.1","","","","1"
"2008","Canada","2016A000011124","Total population","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040068","1.1.2.1.1","18136.5","","","","1"
"2009","Canada","2016A000011124","Total population","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040068","1.1.2.1.1","18303.9","","","","1"
"2010","Canada","2016A000011124","Total population","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040068","1.1.2.1.1","18490.3","","","","1"
"2011","Canada","2016A000011124","Total population","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040068","1.1.2.1.1","18670.2","","","","1"
"2012","Canada","2016A000011124","Total population","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040068","1.1.2.1.1","18870.6","","","","1"
"2013","Canada","2016A000011124","Total population","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040068","1.1.2.1.1","19074.7","","","","1"
"2014","Canada","2016A000011124","Total population","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040068","1.1.2.1.1","19126.4","","","","1"
"2015","Canada","2016A000011124","Total population","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040068","1.1.2.1.1","19242.4","","","","1"
"2016","Canada","2016A000011124","Total population","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040068","1.1.2.1.1","19372.0","","","","1"
"2017","Canada","2016A000011124","Total population","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040068","1.1.2.1.1","19658.3","","","","1"
"2018","Canada","2016A000011124","Total population","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040068","1.1.2.1.1","19883.8","","","","1"
"2019","Canada","2016A000011124","Total population","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040068","1.1.2.1.1","20274.9","","","","1"
"2020","Canada","2016A000011124","Total population","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040068","1.1.2.1.1","19972.6","","","","1"
"2021","Canada","2016A000011124","Total population","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040068","1.1.2.1.1","20484.1","","","","1"
"2022","Canada","2016A000011124","Total population","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040068","1.1.2.1.1","20790.6","","","","1"
"2023","Canada","2016A000011124","Total population","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v53040068","1.1.2.1.1","21325.8","","","","1"
"2006","Canada","2016A000011124","Total population","Labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040069","1.1.2.1.2","2918.9","","","","1"
"2007","Canada","2016A000011124","Total population","Labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040069","1.1.2.1.2","2976.3","","","","1"
"2008","Canada","2016A000011124","Total population","Labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040069","1.1.2.1.2","3005.9","","","","1"
"2009","Canada","2016A000011124","Total population","Labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040069","1.1.2.1.2","2938.5","","","","1"
"2010","Canada","2016A000011124","Total population","Labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040069","1.1.2.1.2","2913.3","","","","1"
"2011","Canada","2016A000011124","Total population","Labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040069","1.1.2.1.2","2925.3","","","","1"
"2012","Canada","2016A000011124","Total population","Labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040069","1.1.2.1.2","2903.5","","","","1"
"2013","Canada","2016A000011124","Total population","Labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040069","1.1.2.1.2","2907.6","","","","1"
"2014","Canada","2016A000011124","Total population","Labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040069","1.1.2.1.2","2889.6","","","","1"
"2015","Canada","2016A000011124","Total population","Labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040069","1.1.2.1.2","2862.5","","","","1"
"2016","Canada","2016A000011124","Total population","Labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040069","1.1.2.1.2","2816.7","","","","1"
"2017","Canada","2016A000011124","Total population","Labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040069","1.1.2.1.2","2863.4","","","","1"
"2018","Canada","2016A000011124","Total population","Labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040069","1.1.2.1.2","2878.1","","","","1"
"2019","Canada","2016A000011124","Total population","Labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040069","1.1.2.1.2","2948.2","","","","1"
"2020","Canada","2016A000011124","Total population","Labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040069","1.1.2.1.2","2787.1","","","","1"
"2021","Canada","2016A000011124","Total population","Labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040069","1.1.2.1.2","2860.0","","","","1"
"2022","Canada","2016A000011124","Total population","Labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040069","1.1.2.1.2","2922.1","","","","1"
"2023","Canada","2016A000011124","Total population","Labour force","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040069","1.1.2.1.2","3010.7","","","","1"
"2006","Canada","2016A000011124","Total population","Labour force","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040070","1.1.2.1.3","12182.2","","","","1"
"2007","Canada","2016A000011124","Total population","Labour force","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040070","1.1.2.1.3","12280.9","","","","1"
"2008","Canada","2016A000011124","Total population","Labour force","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040070","1.1.2.1.3","12367.5","","","","1"
"2009","Canada","2016A000011124","Total population","Labour force","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040070","1.1.2.1.3","12422.5","","","","1"
"2010","Canada","2016A000011124","Total population","Labour force","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040070","1.1.2.1.3","12468.0","","","","1"
"2011","Canada","2016A000011124","Total population","Labour force","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040070","1.1.2.1.3","12491.7","","","","1"
"2012","Canada","2016A000011124","Total population","Labour force","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040070","1.1.2.1.3","12558.8","","","","1"
