"marker","lg","cM"
"Lcu.2RBY.Chr1p521100450","LG1",762.21
"Lcu.2RBY.Chr1p522415171","LG1",763.22
"Lcu.2RBY.Chr1p520186038","LG1",764.7
"Lcu.2RBY.Chr1p521058505","LG1",765.66
"Lcu.2RBY.Chr1p520988602","LG1",766.67
"Lcu.2RBY.Chr1p520276281","LG1",767.69
"Lcu.2RBY.Chr1p520991805","LG1",769.18
"Lcu.2RBY.Chr1p521300575","LG1",770.18
"Lcu.2RBY.Chr1p518947620","LG1",772.29
"Lcu.2RBY.Chr1p519393496","LG1",773.3
"Lcu.2RBY.Chr1p519367817","LG1",773.79
"Lcu.2RBY.Chr1p519367825","LG1",774.27
"Lcu.2RBY.Chr1p519540403","LG1",775.25
"Lcu.2RBY.Chr1p519536192","LG1",775.72
"Lcu.2RBY.Chr1p520187247","LG1",778.3
"Lcu.2RBY.Chr1p520187304","LG1",779.34
"Lcu.2RBY.Chr1p520188283","LG1",783.61
"Lcu.2RBY.Chr1p523658615","LG1",788.45
"Lcu.2RBY.Chr1p523333742","LG1",791.26
"Lcu.2RBY.Chr1p523333977","LG1",792.97
"Lcu.2RBY.Chr1p523127176","LG1",795.27
"Lcu.2RBY.Chr1p523127103","LG1",796.8
"Lcu.2RBY.Chr1p523126740","LG1",798.9
"Lcu.2RBY.Chr1p523126766","LG1",799.95
"Lcu.2RBY.Chr1p523126794","LG1",800.47
"Lcu.2RBY.Chr1p523333890","LG1",804.74
"Lcu.2RBY.Chr1p523333879","LG1",805.29
"Lcu.2RBY.Chr1p523334334","LG1",808.54
"Lcu.2RBY.Chr1p523334121","LG1",810.92
"Lcu.2RBY.Chr1p523334277","LG1",811.48
"Lcu.2RBY.Chr1p524133319","LG1",815.6
"Lcu.2RBY.Chr1p523658282","LG1",818.51
"Lcu.2RBY.Chr1p523657485","LG1",819.53
"Lcu.2RBY.Chr1p523875405","LG1",820.08
"Lcu.2RBY.Chr1p523875408","LG1",821.68
"Lcu.2RBY.Chr1p523788263","LG1",823.88
"Lcu.2RBY.Chr1p523352855","LG1",825.44
"Lcu.2RBY.Chr1p523366654","LG1",826.48
"Lcu.2RBY.Chr1p524453955","LG1",827.53
"Lcu.2RBY.Chr1p524458199","LG1",829
"Lcu.2RBY.Chr1p523790009","LG1",829.47
"Lcu.2RBY.Chr1p524466471","LG1",829.96
"Lcu.2RBY.Chr1p524978149","LG1",831.4
"Lcu.2RBY.Chr1p525297436","LG1",832.35
"Lcu.2RBY.Chr1p525297374","LG1",832.82
"Lcu.2RBY.Chr1p525297651","LG1",833.78
"Lcu.2RBY.Chr1p525946828","LG1",835.23
"Lcu.2RBY.Chr1p527076742","LG1",837.17
"Lcu.2RBY.Chr1p527163560","LG1",838.13
"Lcu.2RBY.Chr1p527163590","LG1",838.6
"Lcu.2RBY.Chr1p527165170","LG1",839.57
"Lcu.2RBY.Chr1p528567175","LG1",842.1
"Lcu.2RBY.Chr1p528567273","LG1",843.55
"Lcu.2RBY.Chr1p528567256","LG1",844.03
"Lcu.2RBY.Chr1p528567251","LG1",845
"Lcu.2RBY.Chr1p528315009","LG1",846
"Lcu.2RBY.Chr1p528345498","LG1",846.49
"Lcu.2RBY.Chr1p528319649","LG1",847.43
"Lcu.2RBY.Chr1p528319614","LG1",847.9
"Lcu.2RBY.Chr1p528312609","LG1",848.87
"Lcu.2RBY.Chr1p528223693","LG1",849.83
"Lcu.2RBY.Chr1p528118254","LG1",851.27
"Lcu.2RBY.Chr1p528632887","LG1",852.26
"Lcu.2RBY.Chr1p528663850","LG1",853.24
"Lcu.2RBY.Chr1p528990153","LG1",854.67
"Lcu.2RBY.Chr1p529080096","LG1",855.13
"Lcu.2RBY.Chr1p529392181","LG1",855.6
"Lcu.2RBY.Chr1p529446196","LG1",856.06
"Lcu.2RBY.Chr1p529393054","LG1",858.03
"Lcu.2RBY.Chr1p529662616","LG1",860.48
"Lcu.2RBY.Chr1p529365735","LG1",861.91
"Lcu.2RBY.Chr1p529931755","LG1",864.38
"Lcu.2RBY.Chr1p529939062","LG1",865.34
"Lcu.2RBY.Chr1p530052744","LG1",865.8
"Lcu.2RBY.Chr1p530191951","LG1",867.23
"Lcu.2RBY.Chr1p530281100","LG1",868.67
"Lcu.2RBY.Chr1p530225177","LG1",869.14
"Lcu.2RBY.Chr1p530286886","LG1",870.1
"Lcu.2RBY.Chr1p530261382","LG1",871.54
"Lcu.2RBY.Chr1p530252382","LG1",872.48
"Lcu.2RBY.Chr1p530561337","LG1",872.95
"Lcu.2RBY.Chr1p530980183","LG1",873.89
"Lcu.2RBY.Chr1p530813099","LG1",874.85
"Lcu.2RBY.Chr1p531032444","LG1",875.81
"Lcu.2RBY.Chr1p531772342","LG1",877.25
"Lcu.2RBY.Chr1p531772812","LG1",878.18
"Lcu.2RBY.Chr1p531820126","LG1",879.13
"Lcu.2RBY.Chr1p531762821","LG1",880.07
"Lcu.2RBY.Chr1p531683578","LG1",881.01
"Lcu.2RBY.Chr1p531874212","LG1",881.95
"Lcu.2RBY.Chr1p531922293","LG1",882.89
"Lcu.2RBY.Chr1p531861084","LG1",884.32
"Lcu.2RBY.Chr1p531865421","LG1",885.27
"Lcu.2RBY.Chr1p531923028","LG1",886.21
"Lcu.2RBY.Chr1p532172716","LG1",887.16
"Lcu.2RBY.Chr1p532171896","LG1",887.63
"Lcu.2RBY.Chr1p532229674","LG1",889.04
"Lcu.2RBY.Chr1p532396470","LG1",890.49
"Lcu.2RBY.Chr1p533921791","LG1",891.93
"Lcu.2RBY.Chr1p534660281","LG1",892.86
"Lcu.2RBY.Chr1p534903932","LG1",893.8
"Lcu.2RBY.Chr1p534903956","LG1",894.26
"Lcu.2RBY.Chr1p532442184","LG1",895.19
"Lcu.2RBY.Chr1p533857879","LG1",895.66
"Lcu.2RBY.Chr1p535793305","LG1",897.1
"Lcu.2RBY.Chr1p535868125","LG1",900.11
"Lcu.2RBY.Chr1p536005288","LG1",903.05
"Lcu.2RBY.Chr1p536029601","LG1",903.99
"Lcu.2RBY.Chr1p536030262","LG1",904.95
"Lcu.2RBY.Chr1p535867452","LG1",908.96
"Lcu.2RBY.Chr1p536001210","LG1",912.43
"Lcu.2RBY.Chr1p535867510","LG1",915.4
"Lcu.2RBY.Chr1p536065691","LG1",918.87
"Lcu.2RBY.Chr1p536343165","LG1",920.29
"Lcu.2RBY.Chr1p536342349","LG1",920.75
"Lcu.2RBY.Chr1p536406632","LG1",921.68
"Lcu.2RBY.Chr1p536614448","LG1",922.61
"Lcu.2RBY.Chr1p536616425","LG1",923.54
"Lcu.2RBY.Chr1p536642481","LG1",924
"Lcu.2RBY.Chr1p536697263","LG1",924.95
"Lcu.2RBY.Chr1p536697740","LG1",925.87
"Lcu.2RBY.Chr1p536766595","LG1",927.28
"Lcu.2RBY.Chr1p536766559","LG1",927.73
"Lcu.2RBY.Chr1p536808806","LG1",928.68
"Lcu.2RBY.Chr1p536946794","LG1",930.11
"Lcu.2RBY.Chr1p537087652","LG1",930.57
"Lcu.2RBY.Chr1p537517329","LG1",931.52
"Lcu.2RBY.Chr1p537446921","LG1",932.44
"Lcu.2RBY.Chr1p537554347","LG1",932.91
"Lcu.2RBY.Chr1p537505963","LG1",933.84
"Lcu.2RBY.Chr1p537558667","LG1",934.78
"Lcu.2RBY.Chr1p538129125","LG1",935.71
"Lcu.2RBY.Chr1p537584802","LG1",936.64
"Lcu.2RBY.Chr1p538129213","LG1",937.57
"Lcu.2RBY.Chr1p538156189","LG1",938.5
"Lcu.2RBY.Chr1p538167061","LG1",940.38
"Lcu.2RBY.Chr1p538040075","LG1",942.77
"Lcu.2RBY.Chr1p537994676","LG1",943.23
"Lcu.2RBY.Chr1p538250056","LG1",944.15
"Lcu.2RBY.Chr1p538250014","LG1",944.61
"Lcu.2RBY.Chr1p538339993","LG1",945.07
"Lcu.2RBY.Chr1p538339797","LG1",945.53
"Lcu.2RBY.Chr1p538178681","LG1",946.45
"Lcu.2RBY.Chr1p537584176","LG1",947.86
"Lcu.2RBY.Chr1p538150217","LG1",948.78
"Lcu.2RBY.Chr1p538149543","LG1",949.71
"Lcu.2RBY.Chr1p538128471","LG1",952.6
"Lcu.2RBY.Chr2p612890610","LG2.1",0
"Lcu.2RBY.Chr2p612890043","LG2.1",4.74
"Lcu.2RBY.Chr2p612889972","LG2.1",5.33
"Lcu.2RBY.Chr2p612890125","LG2.1",6.59
"Lcu.2RBY.Chr2p612889931","LG2.1",7.87
"Lcu.2RBY.Chr2p612889915","LG2.1",9.12
"Lcu.2RBY.Chr2p612889840","LG2.1",9.75
"Lcu.2RBY.Chr2p612889794","LG2.1",10.38
"Lcu.2RBY.Chr2p612889663","LG2.1",13.68
"Lcu.2RBY.Chr2p612889599","LG2.1",14.31
"Lcu.2RBY.Chr2p612889537","LG2.1",15.63
"Lcu.2RBY.Chr2p612889254","LG2.1",20.43
"Lcu.2RBY.Chr2p515866882","LG2.1",28.85
"Lcu.2RBY.Chr2p515866840","LG2.1",30.36
"Lcu.2RBY.Chr2p515866777","LG2.1",34.63
"Lcu.2RBY.Chr2p515866773","LG2.1",35.11
"Lcu.2RBY.Chr2p515866784","LG2.1",36.09
"Lcu.2RBY.Chr2p516176240","LG2.1",45.39
"Lcu.2RBY.Chr2p516176232","LG2.1",46.84
"Lcu.2RBY.Chr2p516176215","LG2.1",47.78
"Lcu.2RBY.Chr2p593362595","LG2.1",58.94
"Lcu.2RBY.Chr2p601616450","LG2.1",73.2
"Lcu.2RBY.Chr2p601454698","LG2.1",75.38
"Lcu.2RBY.Chr2p601454680","LG2.1",75.88
"Lcu.2RBY.Chr2p601436323","LG2.1",77.42
"Lcu.2RBY.Chr2p601481626","LG2.1",86.06
"Lcu.2RBY.Chr2p604766386","LG2.1",92.45
"Lcu.2RBY.Chr2p604766466","LG2.1",95.15
"Lcu.2RBY.Chr2p608190740","LG2.1",105.29
"Lcu.2RBY.Chr2p610091929","LG2.1",109.14
"Lcu.2RBY.Chr2p552689582","LG2.1",114.16
"Lcu.2RBY.Chr2p552689587","LG2.1",115.24
"Lcu.2RBY.Chr2p552689597","LG2.1",116.32
"Lcu.2RBY.Chr2p552689422","LG2.1",121.45
"Lcu.2RBY.Chr2p552689442","LG2.1",121.94
"Lcu.2RBY.Chr2p552689507","LG2.1",123.05
"Lcu.2RBY.Chr2p552689538","LG2.1",124.2
"Lcu.2RBY.Chr2p552689559","LG2.1",124.75
"Lcu.2RBY.Chr2p552689571","LG2.1",125.3
"Lcu.2RBY.Chr2p565846045","LG2.1",141.08
"Lcu.2RBY.Chr2p565846089","LG2.1",141.59
"Lcu.2RBY.Chr2p566487752","LG2.1",148.87
"Lcu.2RBY.Chr2p575313571","LG2.1",155.99
"Lcu.2RBY.Chr2p545363451","LG2.1",162.8
"Lcu.2RBY.Chr2p490814478","LG2.1",164.72
"Lcu.2RBY.Chr2p499932711","LG2.1",165.66
"Lcu.2RBY.Chr2p510753660","LG2.1",166.59
"Lcu.2RBY.Chr2p508326716","LG2.1",168.01
"Lcu.2RBY.Chr2p518460897","LG2.1",169.91
"Lcu.2RBY.Chr2p521084482","LG2.1",171.33
"Lcu.2RBY.Chr2p489318878","LG2.1",172.26
"Lcu.2RBY.Chr2p485218070","LG2.1",173.67
"Lcu.2RBY.Chr2p485216717","LG2.1",174.59
"Lcu.2RBY.Chr2p487314004","LG2.1",175.52
"Lcu.2RBY.Chr2p484023572","LG2.1",176.93
"Lcu.2RBY.Chr2p531468145","LG2.1",177.87
"Lcu.2RBY.Chr2p484380681","LG2.1",178.33
"Lcu.2RBY.Chr2p564424555","LG2.1",179.76
"Lcu.2RBY.Chr2p548545309","LG2.1",182.19
"Lcu.2RBY.Chr2p548545302","LG2.1",182.65
"Lcu.2RBY.Chr2p537325312","LG2.1",184.56
"Lcu.2RBY.Chr2p540436195","LG2.1",185.96
"Lcu.2RBY.Chr2p513900767","LG2.1",186.42
"Lcu.2RBY.Chr2p516175183","LG2.1",186.88
"Lcu.2RBY.Chr2p516131383","LG2.1",187.35
"Lcu.2RBY.Chr2p498022277","LG2.1",188.31
"Lcu.2RBY.Chr2p527711921","LG2.1",189.25
"Lcu.2RBY.Chr2p482069513","LG2.1",190.18
"Lcu.2RBY.Chr2p483933486","LG2.1",191.11
"Lcu.2RBY.Chr2p544963337","LG2.1",192.05
"Lcu.2RBY.Chr2p538550295","LG2.1",192.51
"Lcu.2RBY.Chr2p549070517","LG2.1",193.93
"Lcu.2RBY.Chr2p533443377","LG2.1",194.39
"Lcu.2RBY.Chr2p547359537","LG2.1",195.33
"Lcu.2RBY.Chr2p547361138","LG2.1",196.3
"Lcu.2RBY.Chr2p547361057","LG2.1",197.27
"Lcu.2RBY.Chr2p508321639","LG2.1",200.18
"Lcu.2RBY.Chr2p518460324","LG2.1",201.12
"Lcu.2RBY.Chr2p492078571","LG2.1",203.01
"Lcu.2RBY.Chr2p525388514","LG2.1",204.91
"Lcu.2RBY.Chr2p513110098","LG2.1",205.85
"Lcu.2RBY.Chr2p518461965","LG2.1",206.8
"Lcu.2RBY.Chr2p511348003","LG2.1",207.27
"Lcu.2RBY.Chr2p533806324","LG2.1",207.73
"Lcu.2RBY.Chr2p543903879","LG2.1",209.62
"Lcu.2RBY.Chr2p538266514","LG2.1",210.54
"Lcu.2RBY.Chr2p535014847","LG2.1",211.95
"Lcu.2RBY.Chr2p542535982","LG2.1",213.36
"Lcu.2RBY.Chr2p537007533","LG2.1",214.3
"Lcu.2RBY.Chr2p535420865","LG2.1",215.23
"Lcu.2RBY.Chr2p555247937","LG2.1",218.17
"Lcu.2RBY.Chr2p548528379","LG2.1",221.09
"Lcu.2RBY.Chr2p547118302","LG2.1",222.02
"Lcu.2RBY.Chr2p545060821","LG2.1",222.94
"Lcu.2RBY.Chr2p546417365","LG2.1",223.87
"Lcu.2RBY.Chr2p557695995","LG2.1",224.79
"Lcu.2RBY.Chr2p555387526","LG2.1",225.72
"Lcu.2RBY.Chr2p562250139","LG2.1",226.18
"Lcu.2RBY.Chr2p562236276","LG2.1",227.12
"Lcu.2RBY.Chr2p568984241","LG2.1",227.58
"Lcu.2RBY.Chr2p569007147","LG2.1",229.49
"Lcu.2RBY.Chr2p569007143","LG2.1",229.95
"Lcu.2RBY.Chr2p613679958","LG2.1",230.88
"Lcu.2RBY.Chr2p562250648","LG2.1",232.3
"Lcu.2RBY.Chr2p572524772","LG2.1",233.72
"Lcu.2RBY.Chr2p555155178","LG2.1",234.64
"Lcu.2RBY.Chr2p557714699","LG2.1",236.04
"Lcu.2RBY.Chr2p557715407","LG2.1",236.97
"Lcu.2RBY.Chr2p557716222","LG2.1",237.43
"Lcu.2RBY.Chr2p557601161","LG2.1",238.37
"Lcu.2RBY.Chr2p556253256","LG2.1",239.29
"Lcu.2RBY.Chr2p562235676","LG2.1",239.76
"Lcu.2RBY.Chr2p556832529","LG2.1",240.7
"Lcu.2RBY.Chr2p555732425","LG2.1",241.63
"Lcu.2RBY.Chr2p557470512","LG2.1",242.57
"Lcu.2RBY.Chr2p555729574","LG2.1",243.5
"Lcu.2RBY.Chr2p552111566","LG2.1",244.42
"Lcu.2RBY.Chr2p561823008","LG2.1",245.36
"Lcu.2RBY.Chr2p552984999","LG2.1",246.3
"Lcu.2RBY.Chr2p557594843","LG2.1",247.73
"Lcu.2RBY.Chr2p561799537","LG2.1",248.65
"Lcu.2RBY.Chr2p540998330","LG2.1",250.54
"Lcu.2RBY.unitig3069p176417","LG2.1",251.01
"Lcu.2RBY.unitig3069p176418","LG2.1",251.48
"Lcu.2RBY.Chr2p511250530","LG2.1",251.94
"Lcu.2RBY.Chr2p515866350","LG2.1",252.87
"Lcu.2RBY.Chr2p515866589","LG2.1",253.33
"Lcu.2RBY.Chr2p529806047","LG2.1",254.27
"Lcu.2RBY.Chr6p129981829","LG2.1",256.35
"Lcu.2RBY.Chr2p518469180","LG2.1",258.48
"Lcu.2RBY.Chr2p460172601","LG2.1",259.47
"Lcu.2RBY.Chr2p469448922","LG2.1",261.49
"Lcu.2RBY.Chr2p468777694","LG2.1",263.42
"Lcu.2RBY.Chr2p467557551","LG2.1",263.88
"Lcu.2RBY.Chr2p464749080","LG2.1",264.35
"Lcu.2RBY.Chr2p463943775","LG2.1",265.27
"Lcu.2RBY.Chr2p450288684","LG2.1",266.2
"Lcu.2RBY.Chr2p451129733","LG2.1",267.13
"Lcu.2RBY.Chr2p451129343","LG2.1",267.59
"Lcu.2RBY.Chr2p451129358","LG2.1",268.05
"Lcu.2RBY.Chr2p449804129","LG2.1",268.99
"Lcu.2RBY.Chr2p448726814","LG2.1",270.39
"Lcu.2RBY.Chr2p448726708","LG2.1",270.87
"Lcu.2RBY.Chr2p450806696","LG2.1",272.36
"Lcu.2RBY.Chr2p451134384","LG2.1",273.29
"Lcu.2RBY.Chr2p451749959","LG2.1",274.71
"Lcu.2RBY.Chr2p460561601","LG2.1",276.11
"Lcu.2RBY.Chr2p455773128","LG2.1",277.04
"Lcu.2RBY.Chr2p453327397","LG2.1",277.96
"Lcu.2RBY.Chr2p454952646","LG2.1",278.9
"Lcu.2RBY.Chr2p462831974","LG2.1",279.85
"Lcu.2RBY.Chr2p454148153","LG2.1",280.8
"Lcu.2RBY.Chr2p455769646","LG2.1",281.75
"Lcu.2RBY.Chr2p462630821","LG2.1",283.18
"Lcu.2RBY.Chr2p460478670","LG2.1",284.12
"Lcu.2RBY.Chr2p460365660","LG2.1",285.06
"Lcu.2RBY.Chr2p460365783","LG2.1",285.53
"Lcu.2RBY.Chr2p462832044","LG2.1",286.51
"Lcu.2RBY.Chr2p463952953","LG2.1",288.47
"Lcu.2RBY.Chr2p460540551","LG2.1",289.43
"Lcu.2RBY.Chr2p455770953","LG2.1",290.41
"Lcu.2RBY.Chr2p460172554","LG2.1",291.41
"Lcu.2RBY.Chr2p518460188","LG2.1",291.9
"Lcu.2RBY.Chr2p487727693","LG2.1",292.83
"Lcu.2RBY.Chr2p483724863","LG2.1",293.76
"Lcu.2RBY.Chr2p540537434","LG2.1",294.69
"Lcu.2RBY.Chr2p537924814","LG2.1",296.1
"Lcu.2RBY.Chr2p529530437","LG2.1",297.53
"Lcu.2RBY.Chr2p516299771","LG2.1",298.47
"Lcu.2RBY.Chr2p518459827","LG2.1",299.87
"Lcu.2RBY.Chr2p526156625","LG2.1",301.28
"Lcu.2RBY.Chr2p503788620","LG2.1",302.7
"Lcu.2RBY.Chr2p511467461","LG2.1",306.67
"Lcu.2RBY.Chr2p511467547","LG2.1",311.23
"Lcu.2RBY.Chr2p549258809","LG2.1",319.36
"Lcu.2RBY.Chr2p549258752","LG2.1",319.82
"Lcu.2RBY.Chr2p500023488","LG2.1",320.75
"Lcu.2RBY.Chr2p508502844","LG2.1",321.67
"Lcu.2RBY.Chr2p531120348","LG2.1",322.6
"Lcu.2RBY.Chr2p530707028","LG2.1",323.52
"Lcu.2RBY.Chr2p510016487","LG2.1",325.45
"Lcu.2RBY.Chr2p540621488","LG2.1",327.37
"Lcu.2RBY.Chr2p541636033","LG2.1",331.3
"Lcu.2RBY.Chr2p487734130","LG2.1",337.58
"Lcu.2RBY.Chr2p514240277","LG2.1",340.01
"Lcu.2RBY.Chr2p554303251","LG2.1",343.24
"Lcu.2RBY.Chr2p554303245","LG2.1",344.81
"Lcu.2RBY.Chr2p590253297","LG2.1",352.18
"Lcu.2RBY.Chr2p590253178","LG2.1",356.44
"Lcu.2RBY.Chr2p590252768","LG2.1",357.93
"Lcu.2RBY.Chr2p590252962","LG2.1",358.41
"Lcu.2RBY.Chr2p590991687","LG2.1",359.9
"Lcu.2RBY.Chr2p590991358","LG2.1",361.9
"Lcu.2RBY.Chr2p590991126","LG2.1",362.38
"Lcu.2RBY.Chr2p590991505","LG2.1",363.82
"Lcu.2RBY.Chr2p593275925","LG2.1",365.72
"Lcu.2RBY.Chr2p593275718","LG2.1",366.2
"Lcu.2RBY.Chr2p593801223","LG2.1",367.67
"Lcu.2RBY.Chr2p595246893","LG2.1",368.62
"Lcu.2RBY.Chr2p595221774","LG2.1",369.09
"Lcu.2RBY.Chr2p595247001","LG2.1",370.04
"Lcu.2RBY.Chr2p595313355","LG2.1",370.51
"Lcu.2RBY.Chr2p595610133","LG2.1",371.93
"Lcu.2RBY.Chr2p595656780","LG2.1",372.43
"Lcu.2RBY.Chr2p595667417","LG2.1",373.45
"Lcu.2RBY.Chr2p595667389","LG2.1",373.93
"Lcu.2RBY.Chr2p595693746","LG2.1",374.91
"Lcu.2RBY.Chr2p595741271","LG2.1",376.38
"Lcu.2RBY.Chr2p597896572","LG2.1",377.85
"Lcu.2RBY.Chr2p597175848","LG2.1",378.84
"Lcu.2RBY.Chr2p597811446","LG2.1",379.83
"Lcu.2RBY.Chr2p597896641","LG2.1",381.33
"Lcu.2RBY.Chr2p597897075","LG2.1",382.82
"Lcu.2RBY.Chr2p597076006","LG2.1",383.82
"Lcu.2RBY.Chr2p596037548","LG2.1",384.3
"Lcu.2RBY.Chr2p595741525","LG2.1",385.29
"Lcu.2RBY.Chr2p595666990","LG2.1",386.84
"Lcu.2RBY.Chr2p595666803","LG2.1",387.84
"Lcu.2RBY.Chr2p595667091","LG2.1",388.32
"Lcu.2RBY.Chr2p595663184","LG2.1",389.76
"Lcu.2RBY.Chr2p595662990","LG2.1",394.02
"Lcu.2RBY.Chr2p593362969","LG2.1",398.43
"Lcu.2RBY.Chr2p593362944","LG2.1",398.91
"Lcu.2RBY.Chr2p593362530","LG2.1",400.48
"Lcu.2RBY.Chr2p593361203","LG2.1",401.51
"Lcu.2RBY.Chr2p593362590","LG2.1",402.47
"Lcu.2RBY.Chr2p593362769","LG2.1",403.97
"Lcu.2RBY.Chr2p590991569","LG2.1",406.05
"Lcu.2RBY.Chr2p590991780","LG2.1",407.04
"Lcu.2RBY.Chr2p590816654","LG2.1",408.01
"Lcu.2RBY.Chr2p590934849","LG2.1",408.96
"Lcu.2RBY.Chr2p590530931","LG2.1",410.39
"Lcu.2RBY.Chr2p590174611","LG2.1",410.85
"Lcu.2RBY.Chr2p590175071","LG2.1",411.32
"Lcu.2RBY.Chr2p590348776","LG2.1",411.78
"Lcu.2RBY.Chr2p590174431","LG2.1",412.74
"Lcu.2RBY.Chr2p590175296","LG2.1",413.68
"Lcu.2RBY.Chr2p589130563","LG2.1",414.15
"Lcu.2RBY.Chr2p589409336","LG2.1",415.1
"Lcu.2RBY.Chr2p584972698","LG2.1",417.58
"Lcu.2RBY.Chr2p586388845","LG2.1",418.52
"Lcu.2RBY.Chr2p584801312","LG2.1",418.99
"Lcu.2RBY.Chr2p584956748","LG2.1",419.96
"Lcu.2RBY.Chr2p584641543","LG2.1",421.51
"Lcu.2RBY.Chr2p584641508","LG2.1",422.01
"Lcu.2RBY.Chr2p584439112","LG2.1",424.05
"Lcu.2RBY.Chr2p588064703","LG2.1",424.51
"Lcu.2RBY.Chr2p586933014","LG2.1",424.98
"Lcu.2RBY.Chr2p585295789","LG2.1",425.92
"Lcu.2RBY.Chr2p585267348","LG2.1",426.87
"Lcu.2RBY.Chr2p584480683","LG2.1",428.79
"Lcu.2RBY.Chr2p584955253","LG2.1",430.22
"Lcu.2RBY.Chr2p584053266","LG2.1",431.16
"Lcu.2RBY.Chr2p584261890","LG2.1",431.63
"Lcu.2RBY.Chr2p582640959","LG2.1",432.58
"Lcu.2RBY.Chr2p582641562","LG2.1",433.05
"Lcu.2RBY.unitig1867p472355","LG2.1",433.99
"Lcu.2RBY.Chr2p578946074","LG2.1",434.46
"Lcu.2RBY.Chr2p582103044","LG2.1",435.41
"Lcu.2RBY.Chr2p574990470","LG2.1",436.84
"Lcu.2RBY.Chr2p570005147","LG2.1",438.74
"Lcu.2RBY.Chr2p576663499","LG2.1",439.68
"Lcu.2RBY.Chr2p568983518","LG2.1",440.61
"Lcu.2RBY.Chr2p574789217","LG2.1",441.55
"Lcu.2RBY.Chr2p575039246","LG2.1",442.96
"Lcu.2RBY.Chr2p613679556","LG2.1",443.43
"Lcu.2RBY.Chr2p568981062","LG2.1",443.89
"Lcu.2RBY.unitig2997p88466","LG2.1",444.83
"Lcu.2RBY.Chr2p574921113","LG2.1",445.77
"Lcu.2RBY.Chr2p570111007","LG2.1",446.7
"Lcu.2RBY.Chr2p582170231","LG2.1",447.67
"Lcu.2RBY.Chr2p577035935","LG2.1",448.14
"Lcu.2RBY.Chr2p577811392","LG2.1",449.08
"Lcu.2RBY.Chr2p569112693","LG2.1",449.54
"Lcu.2RBY.Chr2p574505209","LG2.1",450.48
"Lcu.2RBY.Chr2p575986215","LG2.1",451.41
"Lcu.2RBY.Chr2p574921030","LG2.1",452.34
"Lcu.2RBY.Chr2p562289287","LG2.1",452.81
"Lcu.2RBY.Chr2p565704135","LG2.1",453.76
"Lcu.2RBY.Chr2p576018517","LG2.1",454.22
"Lcu.2RBY.Chr2p578946751","LG2.1",455.68
"Lcu.2RBY.Chr2p577812219","LG2.1",457.14
"Lcu.2RBY.Chr2p577687392","LG2.1",458.07
"Lcu.2RBY.Chr2p577854052","LG2.1",459.01
"Lcu.2RBY.Chr2p577175389","LG2.1",460.42
"Lcu.2RBY.Chr2p580506958","LG2.1",462.33
"Lcu.2RBY.Chr2p583274895","LG2.1",463.76
"Lcu.2RBY.Chr2p583274795","LG2.1",464.23
"Lcu.2RBY.Chr2p571649691","LG2.1",465.18
"Lcu.2RBY.Chr2p571575792","LG2.1",466.11
"Lcu.2RBY.Chr2p571575846","LG2.1",468.52
"Lcu.2RBY.Chr2p571575818","LG2.1",469.45
"Lcu.2RBY.Chr2p508766040","LG2.1",475.09
"Lcu.2RBY.Chr2p526513642","LG2.1",478.49
"Lcu.2RBY.Chr2p526513625","LG2.1",478.95
"Lcu.2RBY.Chr2p530854932","LG2.1",479.88
"Lcu.2RBY.Chr2p522249834","LG2.1",480.8
"Lcu.2RBY.Chr2p522249927","LG2.1",481.73
"Lcu.2RBY.Chr2p496292925","LG2.1",483.15
"Lcu.2RBY.Chr2p528580599","LG2.1",485.05
"Lcu.2RBY.unitig3069p176512","LG2.1",486.99
"Lcu.2RBY.Chr2p484023462","LG2.1",487.94
"Lcu.2RBY.Chr2p487348367","LG2.1",488.4
"Lcu.2RBY.Chr2p488694352","LG2.1",489.34
"Lcu.2RBY.Chr2p482857138","LG2.1",490.28
"Lcu.2RBY.Chr2p508501521","LG2.1",492.19
"Lcu.2RBY.Chr2p497143615","LG2.1",493.6
"Lcu.2RBY.Chr2p513097023","LG2.1",494.54
"Lcu.2RBY.Chr2p516315509","LG2.1",495.46
"Lcu.2RBY.Chr2p523516080","LG2.1",496.39
"Lcu.2RBY.Chr2p483503963","LG2.1",497.82
"Lcu.2RBY.Chr2p508326993","LG2.1",498.76
"Lcu.2RBY.Chr2p510987554","LG2.1",500.16
"Lcu.2RBY.Chr2p506885466","LG2.1",501.56
"Lcu.2RBY.Chr2p511228137","LG2.1",503.45
"Lcu.2RBY.Chr2p481400100","LG2.1",505.34
"Lcu.2RBY.Chr2p481499649","LG2.1",506.74
"Lcu.2RBY.Chr2p481498706","LG2.1",507.67
"Lcu.2RBY.Chr2p469654040","LG2.1",509.08
"Lcu.2RBY.Chr2p474070137","LG2.1",510.5
"Lcu.2RBY.Chr2p469569282","LG2.1",511.91
"Lcu.2RBY.Chr2p475568865","LG2.1",512.85
"Lcu.2RBY.Chr2p467559972","LG2.1",513.31
"Lcu.2RBY.Chr2p467335552","LG2.1",514.25
"Lcu.2RBY.Chr2p467558170","LG2.1",515.19
"Lcu.2RBY.Chr2p469449076","LG2.1",516.62
"Lcu.2RBY.Chr2p470699902","LG2.1",517.55
"Lcu.2RBY.Chr2p469497393","LG2.1",518.97
"Lcu.2RBY.Chr2p467329977","LG2.1",521.35
