"REF_DATE","GEO","DGUID","Summary table","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2002","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942729","2.25","11","","","","0"
"2003","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942729","2.25","12","","","","0"
"2004","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942729","2.25","13","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942729","2.25","14","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942729","2.25","15","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942729","2.25","17","","","","0"
"2008","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942729","2.25","19","","","","0"
"2009","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942729","2.25","20","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942729","2.25","21","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942729","2.25","24","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942729","2.25","26","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942729","2.25","28","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942729","2.25","29","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942729","2.25","30","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942729","2.25","30","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942729","2.25","31","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942729","2.25","32","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942729","2.25","32","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942729","2.25","34","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942729","2.25","35","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","3","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","3","","","","0"
"2002","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","3","","","","0"
"2003","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","4","","","","0"
"2004","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","4","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","5","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","5","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","7","","","","0"
"2008","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","8","","","","0"
"2009","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","9","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","10","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","12","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","13","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","15","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","16","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","17","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","16","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","16","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","17","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","17","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","17","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942730","2.26","18","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942731","2.27","1","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942731","2.27","1","","","","0"
"2002","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942731","2.27","1","","","","0"
"2003","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942731","2.27","1","","","","0"
"2004","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942731","2.27","2","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942731","2.27","2","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942731","2.27","2","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942731","2.27","3","","","","0"
"2008","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942731","2.27","4","","","","0"
"2009","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942731","2.27","4","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942731","2.27","4","","","","0"
